DomainIdentityInPage,DomainIdentityInCopyright,DomainIdentityInCanonical,DomainIdentityInAlternate,ForeignHyperlinks,VoidHyperlinkRatio,ForeignFormHandler,IPInURL,NumericFQDN,NumericPath,DomainEncoding,PathEncodedCharacters,RedirectionalChar,OutPositionedDomain,NoDotsFQDN,NoDotsPath,NonStandardPort,ObfuscationCharFQDN,ObfuscationCharPath,NoOfSlash,NoOfCharFQDN,NoOfCharPath,ShortURL,SubdomainService,DomainNameValidity,DomainAge,FHDomainValidity,FHDomainAge,SSLCertificateType,SSLGeoCountryMatch,URLSearchEngineRanking,DomainSearchEngineRanking,FQDNSearchEngineRanking,FQDNBlacklistIPCounts,DomainBlacklistIPCounts,Class
0,No,Void,Null,No,0.91,Internal,No,0,19,No,0,No,No,2,1,Null,0,5,5,27,69,No,Yes,Yes,6899,Yes,6899,DV,No,No,No,No,47,47,Phishing
2,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,2,0,Null,0,0,3,24,0,No,No,Yes,2254,Yes,2254,DV,Unknown,No,No,No,801,801,Phishing
0,Null,Null,Null,Yes,0.83,Internal,No,0,0,No,0,No,No,2,1,Null,0,3,6,28,56,No,No,Yes,1696,Yes,1696,OV,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.83,Internal,No,0,0,No,0,No,No,2,1,Null,0,2,6,28,49,No,No,Yes,1698,Yes,1698,OV,No,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,0,1,No,0,No,No,2,1,Null,0,3,6,28,56,No,No,Yes,1696,Yes,1696,OV,No,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.67,Internal,No,0,1,No,0,No,No,2,1,Null,0,2,6,28,49,No,No,Yes,1698,Yes,1698,OV,No,No,No,No,0,0,Phishing
4,Null,Null,Null,No,-1,External,No,0,0,No,0,No,No,2,0,Null,1,0,3,18,0,No,No,Yes,382,Yes,124,OV,Yes,Yes,Yes,Yes,284,284,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,0,Null,0,1,8,30,40,No,No,Yes,855,Yes,855,DV,Unknown,Yes,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,8,30,49,No,No,Yes,855,Yes,855,DV,Unknown,No,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0.06,Internal,No,0,0,No,0,No,No,1,1,Null,0,1,8,30,47,No,No,Yes,855,Yes,855,DV,Unknown,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,0,0,No,0,No,No,2,1,Null,0,0,4,17,18,No,No,Yes,1278,Yes,1278,DV,Unknown,No,No,No,2,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,0,0,No,0,No,No,1,0,Null,0,0,4,12,6,No,No,Yes,62,Yes,62,DV,Unknown,Yes,Yes,Yes,6,6,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,1,No,0,No,No,1,0,Null,1,0,6,21,17,No,No,Yes,2,Yes,2,DV,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0,Internal,No,0,0,No,0,No,Yes,4,0,Null,1,1,3,41,20,No,No,Unknown,-1,Unknown,-1,DV,Unknown,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,8,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2420,Yes,2420,N/A,Unknown,No,No,No,10,0,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,8,No,0,No,No,2,1,Null,0,10,6,20,107,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,6,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2407,Yes,2407,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,6,No,0,No,No,2,1,Null,0,10,6,20,107,No,No,Yes,2407,Yes,2407,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,8,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,5,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2428,Yes,2428,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,5,No,0,No,No,2,1,Null,0,10,6,20,107,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,7,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,6,No,0,No,No,2,1,Null,0,1,6,20,29,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,Yes,0.07,Internal,No,3,6,No,0,No,No,2,1,Null,0,10,6,20,107,No,No,Yes,2408,Yes,2408,N/A,Unknown,No,No,No,10,8,Phishing
0,Null,Null,Null,No,-1,Internal,No,6,5,No,2,No,No,2,1,Null,0,3,7,28,64,No,Yes,Yes,861,Yes,861,N/A,No,No,No,No,802,802,Phishing
4,Null,No,No,Yes,0,Internal,No,3,0,No,0,No,No,3,0,Null,0,0,3,14,0,No,No,Yes,1309,Yes,1309,N/A,No,No,No,No,30,0,Phishing
1,No,Null,Null,Yes,0.48,Internal,No,10,0,No,0,No,No,2,0,Null,0,0,3,42,0,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,802,802,Phishing
1,No,Null,Null,Yes,0.48,Internal,No,10,0,No,0,No,No,2,0,Null,0,0,3,43,0,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,703,703,Phishing
1,Null,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,0,5,22,22,No,Yes,Yes,840,Yes,840,N/A,No,No,No,No,697,697,Phishing
1,No,Null,Null,Yes,0.48,Internal,No,10,0,No,0,No,No,2,0,Null,0,0,3,43,0,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,640,640,Phishing
9,Null,Yes,No,Yes,0,Internal,No,3,0,No,0,No,Yes,4,0,Null,0,0,3,24,5,No,No,Yes,2117,Yes,2117,N/A,No,No,Yes,Yes,1,1,Phishing
13,No,Null,Yes,Yes,0.07,Internal,No,3,0,No,0,No,No,3,1,Null,0,0,4,24,15,No,No,Yes,3521,Yes,3521,N/A,No,No,Yes,Yes,1,1,Phishing
13,No,Null,Yes,Yes,0.07,Internal,No,3,0,No,0,No,No,3,1,Null,0,0,4,22,15,No,No,Yes,2118,Yes,2118,N/A,No,No,Yes,Yes,1,1,Phishing
13,No,Null,Yes,Yes,0.07,Internal,No,3,0,No,0,No,No,3,1,Null,0,0,3,21,14,No,No,Yes,1387,Yes,1387,N/A,No,No,Yes,Yes,1,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,4,0,Null,0,0,3,22,0,No,No,Yes,1303,Yes,1303,N/A,No,No,No,No,30,30,Phishing
6,No,Yes,Null,Yes,0,Internal,No,12,0,No,0,No,No,2,0,Null,3,0,2,21,0,No,No,Yes,3128,Yes,3128,N/A,No,No,No,No,24,24,Phishing
0,No,Null,Null,Yes,0.12,Internal,No,10,0,No,0,No,No,6,0,Null,0,0,4,38,7,No,No,Yes,3588,Yes,3588,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,No,-1,Internal,No,3,1,No,0,No,No,1,1,Null,0,1,6,17,35,No,No,Yes,2932,Yes,2932,N/A,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.33,Internal,No,3,14,No,1,No,No,2,3,Null,1,3,6,18,90,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.33,Internal,No,3,12,No,0,No,No,2,1,Null,1,0,6,18,48,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,No,No,No,Yes,0.03,Internal,No,6,1,No,0,No,No,2,1,Null,0,3,5,24,32,No,Yes,Yes,856,Yes,856,N/A,No,No,No,No,826,826,Phishing
0,No,Null,Null,Yes,0.25,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,3,15,0,No,Yes,Unknown,-1,Unknown,-1,N/A,No,Yes,Yes,Yes,1,1,Phishing
0,No,Null,Yes,Yes,0,External,No,3,23,No,0,No,No,1,1,Null,0,1,4,16,109,No,No,Yes,611,Yes,611,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.02,External,No,15,7,No,0,No,No,2,0,Null,0,0,3,29,7,No,No,Yes,2699,Yes,7002,N/A,Unknown,No,Yes,Yes,10,10,Phishing
0,Null,Null,Null,Yes,0.02,External,No,15,7,No,0,No,No,2,0,Null,0,0,4,29,8,No,No,Yes,2693,Yes,6995,N/A,Unknown,No,Yes,Yes,10,10,Phishing
0,Null,Null,Null,Yes,0.02,External,No,15,31,No,0,No,No,2,1,Null,0,3,4,29,217,No,No,Yes,2692,Yes,6995,N/A,Unknown,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0.02,External,No,15,7,No,0,No,No,2,0,Null,0,0,3,29,8,No,No,Yes,2692,Yes,6995,N/A,Unknown,No,Yes,Yes,10,10,Phishing
0,Null,Null,Null,Yes,0.02,External,No,15,31,No,0,No,No,2,1,Null,0,3,3,29,216,No,No,Yes,2692,Yes,6994,N/A,Unknown,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0.14,Internal,No,10,0,No,0,No,No,2,1,Null,3,1,6,30,39,No,No,Yes,2211,Yes,2211,N/A,Unknown,No,No,No,6,0,Phishing
0,Null,Null,Null,Yes,0.14,Internal,No,10,0,No,0,No,No,2,1,Null,3,0,5,30,26,No,No,Yes,2213,Yes,2213,N/A,Unknown,No,No,No,6,0,Phishing
0,Null,Null,Null,Yes,0.14,Internal,No,10,0,No,0,No,No,2,1,Null,3,1,5,30,34,No,No,Yes,2211,Yes,2211,N/A,Unknown,No,No,No,6,0,Phishing
0,Null,Null,Null,Yes,0.14,Internal,No,10,0,No,0,No,No,2,1,Null,3,1,6,30,36,No,No,Yes,2208,Yes,2208,N/A,Unknown,No,No,No,6,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,10,0,No,0,No,No,2,0,Null,3,0,8,30,40,No,No,Yes,2216,Yes,2216,N/A,Unknown,No,No,No,7,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,10,0,No,0,No,No,2,1,Null,3,0,8,30,49,No,No,Yes,2208,Yes,2208,N/A,Unknown,No,No,No,7,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,10,0,No,0,No,No,6,2,Null,0,2,5,38,54,No,No,Yes,3592,Yes,3592,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,4,0,No,0,No,No,2,1,Null,0,0,5,22,24,No,No,Yes,3244,Yes,3244,N/A,Yes,No,Yes,Yes,1,1,Phishing
0,Null,Null,Null,No,-1,Internal,No,4,1,No,0,No,No,1,1,Null,0,0,5,17,23,No,No,Yes,625,Yes,625,N/A,Unknown,Yes,Yes,Yes,0,0,Phishing
0,Null,Null,Null,No,-1,External,No,1,0,No,0,No,No,1,1,Null,0,0,5,16,24,No,No,Yes,3649,Unknown,-1,N/A,Unknown,No,No,No,6,6,Phishing
0,Null,Null,Null,No,-1,External,No,1,0,No,0,No,No,1,1,Null,0,0,5,16,25,No,No,Yes,3645,Unknown,-1,N/A,Unknown,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0.33,External,No,1,0,No,0,No,No,1,1,Null,0,0,5,16,21,No,No,Yes,3647,Unknown,-1,N/A,Unknown,No,No,No,6,6,Phishing
0,Null,Null,Null,Yes,0.33,External,No,1,0,No,0,No,No,1,1,Null,0,0,5,16,21,No,No,Yes,3659,Unknown,-1,N/A,Unknown,No,No,No,6,6,Phishing
0,No,Null,Null,Yes,0,Internal,No,4,0,No,0,No,No,2,0,Null,0,0,3,21,0,No,No,Yes,1374,Yes,1374,N/A,Unknown,No,No,No,80,80,Phishing
0,Null,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,4,0,Null,0,0,3,22,0,No,No,Yes,1304,Yes,1304,N/A,No,No,No,No,30,30,Phishing
0,No,No,Null,Yes,0,External,No,4,0,No,0,No,No,1,0,Null,1,0,3,15,0,No,No,Yes,192,Yes,6812,N/A,Unknown,No,No,No,10,10,Phishing
0,Null,Null,Null,Yes,0.4,Internal,No,4,0,No,0,No,No,2,1,Null,0,0,4,21,16,No,No,Yes,3623,Yes,3623,N/A,Unknown,No,No,No,1,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,5,0,No,0,No,No,3,0,Null,0,0,3,19,0,No,No,Yes,1303,Yes,1303,N/A,No,No,No,No,30,30,Phishing
87,No,Yes,Yes,Yes,0.12,Internal,No,2,0,No,0,No,No,1,0,Null,0,0,4,10,4,No,No,Yes,1425,Yes,1425,N/A,No,No,No,No,2,2,Phishing
0,Null,Null,Null,Yes,1,Internal,No,10,0,No,0,No,No,2,1,Null,0,0,4,25,21,No,Yes,Yes,850,Yes,850,N/A,No,No,No,No,559,559,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,5,8,8,No,No,Yes,896,Yes,896,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,5,8,18,No,No,Yes,895,Yes,895,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,5,8,9,No,No,Yes,904,Yes,904,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,5,8,18,No,No,Yes,895,Yes,895,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,5,8,9,No,No,Yes,906,Yes,906,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,5,8,9,No,No,Yes,909,Yes,909,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,5,8,18,No,No,Yes,895,Yes,895,N/A,Unknown,No,No,No,13,13,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,5,8,9,No,No,Yes,896,Yes,896,N/A,Unknown,No,No,No,13,13,Phishing
1,Null,Null,Null,Yes,0,Internal,No,7,0,No,0,No,No,2,1,Null,0,0,5,22,22,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,823,823,Phishing
1,No,Null,Null,Yes,0.36,Internal,No,9,0,No,0,No,No,2,1,Null,2,0,3,34,7,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,823,823,Phishing
1,Null,Null,Null,Yes,0,Internal,No,8,10,No,0,No,No,2,1,Null,2,1,3,39,28,No,Yes,Yes,841,Yes,841,N/A,No,No,No,No,832,832,Phishing
32,Null,Yes,Yes,Yes,0.18,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,3,12,0,No,No,Yes,260,Yes,260,N/A,Unknown,Yes,Yes,Yes,1,1,Phishing
0,No,Null,No,Yes,0.05,Internal,No,1,1,No,0,No,No,1,0,Null,1,1,4,11,9,No,No,Unknown,-1,Unknown,-1,N/A,No,No,No,No,35,35,Phishing
0,No,Null,Null,Yes,0,Internal,No,1,83,No,0,No,No,1,1,Null,0,0,6,5,161,No,No,Yes,2107,Yes,2107,N/A,No,No,No,No,1,1,Phishing
1,No,Null,Null,Yes,0.12,Internal,No,1,83,No,0,No,No,1,1,Null,0,0,6,5,168,No,No,Yes,2107,Yes,2107,N/A,No,No,No,No,1,1,Phishing
0,No,Null,Null,Yes,0,Internal,No,1,83,No,0,No,No,1,1,Null,0,0,6,5,162,No,No,Yes,2118,Yes,2118,N/A,No,No,No,No,1,1,Phishing
1,No,Null,Null,Yes,0.12,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,6,5,37,No,No,Yes,2107,Yes,2107,N/A,No,No,No,No,1,1,Phishing
1,No,Null,Null,Yes,0.12,Internal,No,1,83,No,0,No,No,1,1,Null,0,0,6,5,169,No,No,Yes,2119,Yes,2119,N/A,No,No,No,No,1,1,Phishing
0,Null,Null,Null,No,1,Internal,No,1,0,No,0,Yes,Yes,2,2,Null,0,1,6,27,63,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,1,0,Null,1,0,2,16,0,No,No,Yes,963,Yes,963,N/A,Unknown,No,Yes,Yes,10,10,Phishing
0,Null,Null,Null,No,1,Internal,No,3,39,No,0,No,No,1,1,Null,2,4,6,17,197,No,No,Yes,3568,Yes,3568,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,40,No,0,No,No,1,1,Null,2,4,6,17,197,No,No,Yes,3566,Yes,3566,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,45,No,2,No,No,1,1,Null,2,4,6,17,209,No,No,Yes,3567,Yes,3567,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,49,No,2,No,No,1,1,Null,2,4,6,17,209,No,No,Yes,3567,Yes,3567,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,49,No,2,No,No,1,1,Null,2,4,6,17,209,No,No,Yes,3571,Yes,3571,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,36,No,0,No,No,1,1,Null,2,4,6,17,197,No,No,Yes,3570,Yes,3570,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,No,1,Internal,No,3,0,No,0,No,No,1,0,Null,2,0,5,17,10,No,No,Yes,3571,Yes,3571,N/A,Unknown,No,No,No,9,9,Phishing
0,Null,Null,Null,Yes,0,Internal,No,3,18,No,0,No,No,3,0,Null,0,0,5,35,38,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,3,3,Phishing
0,Null,Null,Null,Yes,0,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,3,16,0,No,Yes,Unknown,-1,Unknown,-1,N/A,No,No,No,No,2,2,Phishing
0,No,No,Null,Yes,0.07,External,No,15,0,No,0,No,No,3,0,Null,5,0,7,37,24,No,No,Yes,7178,Unknown,-1,N/A,Unknown,No,No,No,5,3,Phishing
0,No,No,Null,Yes,0.07,External,No,15,0,No,0,No,No,3,1,Null,5,0,7,37,48,No,No,Yes,7179,Unknown,-1,N/A,Unknown,No,No,No,5,3,Phishing
0,No,No,Null,Yes,0.07,External,No,15,33,No,3,No,No,3,1,Null,5,6,7,37,205,No,No,Yes,7173,Unknown,-1,N/A,Unknown,No,No,No,5,3,Phishing
0,Null,No,Null,Yes,0,Internal,No,1,0,No,0,No,No,1,0,Null,2,0,2,20,0,No,No,Yes,199,Yes,199,N/A,Unknown,No,Yes,Yes,1,1,Phishing
1,No,Null,Null,Yes,0.43,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,3,9,8,No,No,Yes,400,Yes,400,N/A,Yes,Yes,Yes,Yes,1,1,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,77,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2207,Yes,2207,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,57,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2216,Yes,2216,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,85,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2207,Yes,2207,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,105,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2214,Yes,2214,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,69,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2220,Yes,2220,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0.8,Internal,No,9,73,No,0,No,No,2,1,Null,3,4,7,29,193,No,No,Yes,2218,Yes,2218,N/A,Unknown,No,No,No,2,0,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,5,12,20,No,No,Yes,2309,Yes,2309,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,Yes,Yes,1,3,Null,0,1,5,12,43,No,No,Yes,2320,Yes,2320,N/A,Unknown,No,No,No,12,12,Phishing
0,Null,Null,Null,Yes,0,Internal,No,6,0,No,0,No,No,2,0,Null,0,0,3,22,0,No,Yes,Yes,842,Yes,842,N/A,No,No,No,No,632,632,Phishing
0,Null,No,Null,Yes,0,Internal,No,9,21,No,0,No,No,6,0,Null,0,0,8,37,81,No,No,Unknown,-1,Unknown,-1,N/A,Unknown,No,No,No,0,0,Phishing
0,Null,Null,Null,Yes,0.33,Internal,No,10,0,No,0,No,No,2,1,Null,3,3,3,30,33,No,No,Yes,2211,Yes,2211,N/A,Unknown,No,No,No,0,0,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,Yes,Yes,1,2,Null,0,1,4,14,43,No,No,Yes,3460,Yes,3460,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,No,No,1,2,Null,0,1,4,14,28,No,No,Yes,3454,Yes,3454,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,No,No,1,5,Null,0,1,4,14,31,No,No,Yes,3464,Yes,3464,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,4,14,17,No,No,Yes,3460,Yes,3460,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,4,14,18,No,No,Yes,3472,Yes,3472,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,Yes,Yes,1,2,Null,0,1,4,14,37,No,No,Yes,3461,Yes,3461,N/A,Unknown,No,No,No,26,26,Phishing
0,No,Null,Null,Yes,0.88,Internal,No,1,0,No,0,Yes,Yes,1,2,Null,0,1,4,14,46,No,No,Yes,3453,Yes,3453,N/A,Unknown,No,No,No,26,26,Phishing
164,Null,Yes,Yes,Yes,0.01,Internal,No,1,0,No,0,No,No,1,0,Null,0,0,4,15,9,No,No,Yes,2321,Yes,2321,N/A,Unknown,Yes,Yes,Yes,0,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,3,25,No,0,No,No,2,0,Null,0,0,6,28,41,No,No,Yes,3229,Yes,3229,N/A,Unknown,No,No,No,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,3,14,No,0,No,No,2,0,Null,0,0,6,28,41,No,No,Yes,3232,Yes,3232,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,3,0,No,0,No,No,2,0,Null,0,0,6,28,13,No,No,Yes,3229,Yes,3229,N/A,Unknown,No,No,No,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,3,0,No,0,No,No,2,1,Null,0,0,6,28,23,No,No,Yes,3232,Yes,3232,N/A,Unknown,No,No,No,56,0,Phishing
0,Null,Null,Null,Yes,0,External,No,11,2,No,1,No,No,2,9,Null,1,2,3,33,68,No,Yes,Yes,841,Yes,2388,N/A,No,No,No,No,531,531,Phishing
0,Null,Null,Null,Yes,0,Internal,No,1,0,No,0,No,No,2,1,Null,0,0,5,23,26,No,No,Unknown,-1,Unknown,-1,N/A,Yes,No,No,No,2,2,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,22,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3235,Yes,3235,N/A,Unknown,Yes,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,18,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3230,Yes,3230,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,17,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3231,Yes,3231,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,21,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3244,Yes,3244,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,20,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3247,Yes,3247,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,20,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3244,Yes,3244,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,22,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3230,Yes,3230,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,21,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3230,Yes,3230,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,19,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3228,Yes,3228,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,21,No,0,No,No,2,0,Null,0,0,5,28,38,No,No,Yes,3235,Yes,3235,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.62,Internal,No,2,0,No,0,No,No,2,0,Null,0,0,5,28,10,No,No,Yes,3233,Yes,3233,N/A,Unknown,No,Yes,Yes,56,0,Phishing
0,No,Null,Null,Yes,0.5,Internal,No,1,0,No,0,No,No,1,1,Null,0,0,4,21,18,No,No,Yes,626,Yes,626,N/A,Unknown,No,No,No,1,1,Phishing
0,Null,Null,Null,Yes,0.25,Internal,No,0,1,No,0,No,No,2,1,Null,1,1,4,12,22,No,No,Yes,3463,Yes,3463,N/A,Yes,No,No,No,2,0,Phishing
3,No,Null,Null,Yes,0.08,Internal,No,4,0,No,0,No,No,2,0,Null,0,0,3,31,0,No,Yes,Yes,8753,Yes,8753,N/A,No,No,No,No,55,55,Phishing
0,Null,Null,Null,No,-1,Internal,No,6,6,No,2,No,Yes,4,1,Null,0,1,7,39,113,No,No,Yes,7478,Yes,7478,N/A,Unknown,No,No,No,0,0,Phishing
1,Null,Null,Null,Yes,0,External,No,10,0,No,0,No,No,2,0,Null,0,0,3,26,0,No,Yes,Yes,855,Unknown,-1,N/A,No,No,No,No,586,586,Phishing
0,Null,Null,Null,No,-1,Internal,No,4,0,No,0,No,No,1,1,Null,0,0,6,12,30,No,No,Yes,97,Yes,97,N/A,Unknown,Yes,Yes,Yes,4,4,Phishing
